C:\Users_Data\porat\Efrat\2017_Feb_11 Xp_Pv mid log colony starter 17_1_2017\17starter  C 0_5hr Syber CM-EDF_14_26 Oct.daf		
focused & single		
Control 0.5 hour lap		
Object Number	"Length_Component(1, Area, Object(M01, BF, Tight), Descending)"	Legth category
9406	7.666666667	7-12
9407	9.666666667	7-12
9408	7.333333333	7-12
9409	9	7-12
9412	8.666666667	7-12
9413	9.333333333	7-12
9415	10.66666667	7-12
9416	6.333333333	3-7
9417	8	7-12
9418	11.33333333	7-12
9421	8.333333333	7-12
9423	23	12+
9424	5.666666667	3-7
9425	8.333333333	7-12
9426	9	7-12
9427	8.666666667	7-12
9428	8.333333333	7-12
9429	3.333333333	3-7
9430	9	7-12
9431	10.66666667	7-12
9432	2.333333333	#NAME?
9433	8.333333333	7-12
9434	8.666666667	7-12
9435	4.333333333	3-7
9437	9.333333333	7-12
9438	8.666666667	7-12
9439	11.66666667	7-12
9440	3.666666667	3-7
9441	4.666666667	3-7
9442	12	7-12
9443	9.333333333	7-12
9445	21	12+
9446	24.33333333	12+
9447	5.666666667	3-7
9448	6.666666667	3-7
9449	9.333333333	7-12
9450	8.333333333	7-12
9451	10	7-12
9452	17.33333333	12+
9453	8.333333333	7-12
9456	9.666666667	7-12
9457	13.66666667	12+
9458	10.33333333	7-12
9460	8.666666667	7-12
9461	9	7-12
9463	6.333333333	3-7
9465	2.333333333	#NAME?
9466	4.666666667	3-7
9467	12	7-12
9468	12.33333333	12+
9469	10.33333333	7-12
9470	5.666666667	3-7
9471	25	12+
9472	7.333333333	7-12
9473	5	3-7
9474	22.66666667	12+
9475	9	7-12
9476	16	12+
9477	6.666666667	3-7
9479	14.66666667	12+
9480	2	#NAME?
9481	17.33333333	12+
9482	7.666666667	7-12
9483	10.66666667	7-12
9488	17.33333333	12+
9489	6.333333333	3-7
9492	14	12+
9494	6.666666667	3-7
9495	6.666666667	3-7
9497	11.66666667	7-12
9498	7.666666667	7-12
9499	8.333333333	7-12
9500	7	3-7
9501	8.666666667	7-12
9502	12.33333333	12+
9503	11.33333333	7-12
9504	6.333333333	3-7
9505	7.333333333	7-12
9506	8	7-12
9507	10	7-12
9510	6.666666667	3-7
9511	6.666666667	3-7
9512	6.666666667	3-7
9513	7	3-7
9515	18	12+
9516	9	7-12
9517	18.33333333	12+
9518	6.666666667	3-7
9519	6.666666667	3-7
9520	3	#NAME?
9521	8.666666667	7-12
9522	10.66666667	7-12
9523	10	7-12
9524	14	12+
9525	2.333333333	#NAME?
9526	5.666666667	3-7
9527	8.333333333	7-12
9531	7.666666667	7-12
9532	14.66666667	12+
9533	8	7-12
9535	13.33333333	12+
9536	8.333333333	7-12
9537	6.333333333	3-7
9538	7.666666667	7-12
9539	6.666666667	3-7
9540	9.333333333	7-12
9541	7.666666667	7-12
9542	55.66666667	12+
9543	6.333333333	3-7
9544	10.66666667	7-12
9545	7.333333333	7-12
9546	7	3-7
9547	9	7-12
9548	9.333333333	7-12
9550	6.666666667	3-7
9551	10.66666667	7-12
9552	14.66666667	12+
9553	7.333333333	7-12
9554	9	7-12
9557	5.333333333	3-7
9558	10	7-12
9559	8.333333333	7-12
9560	7	3-7
9561	9.666666667	7-12
9562	9	7-12
9563	11.33333333	7-12
9564	10.33333333	7-12
9565	6.333333333	3-7
9566	7	3-7
9567	10	7-12
9568	17	12+
9569	23.66666667	12+
9570	5.666666667	3-7
9571	7.666666667	7-12
9573	10.66666667	7-12
9574	6	3-7
9575	7.666666667	7-12
9576	3.333333333	3-7
9577	8.333333333	7-12
9578	8	7-12
9579	9	7-12
9580	17.33333333	12+
9582	8	7-12
9583	7.666666667	7-12
9584	6.333333333	3-7
9585	12.66666667	12+
9586	4	3-7
9587	8.666666667	7-12
9588	8.666666667	7-12
9590	8.666666667	7-12
9591	8.333333333	7-12
9592	7	3-7
9593	11	7-12
9594	8.666666667	7-12
9595	5	3-7
9596	5	3-7
9598	6	3-7
9599	10.33333333	7-12
9601	11.66666667	7-12
9602	8	7-12
9603	9	7-12
9604	5.333333333	3-7
9606	6	3-7
9608	6.666666667	3-7
9609	7	3-7
9610	10.66666667	7-12
9612	7.666666667	7-12
9613	12.66666667	12+
9614	10	7-12
9615	9.666666667	7-12
9616	38.66666667	12+
9617	16.66666667	12+
9619	5.666666667	3-7
9620	8	7-12
9621	6.333333333	3-7
9622	11	7-12
9623	12	7-12
9625	4.333333333	3-7
9626	8.666666667	7-12
9627	9.666666667	7-12
9628	11.33333333	7-12
9630	7	3-7
9631	10	7-12
9632	9.666666667	7-12
9633	8.333333333	7-12
9634	8.666666667	7-12
9635	10	7-12
9636	7.666666667	7-12
9637	10	7-12
9638	9	7-12
9639	15	12+
9640	10	7-12
9642	9.333333333	7-12
9643	5.666666667	3-7
9645	6.333333333	3-7
9647	9	7-12
9649	9.666666667	7-12
9650	5.333333333	3-7
9651	7	3-7
9652	6.333333333	3-7
9653	9	7-12
9654	8.333333333	7-12
9656	4.333333333	3-7
9657	8	7-12
9658	8	7-12
9659	10.66666667	7-12
9660	7.666666667	7-12
9661	10.33333333	7-12
9662	6	3-7
9663	9	7-12
9664	2.333333333	#NAME?
9666	8	7-12
9667	12.66666667	12+
9668	5.333333333	3-7
9669	7.666666667	7-12
9670	15.66666667	12+
9671	10.33333333	7-12
9672	10	7-12
9673	9	7-12
9674	7.333333333	7-12
9675	7.333333333	7-12
9676	3.333333333	3-7
9680	6.333333333	3-7
9681	10.33333333	7-12
9682	7.666666667	7-12
9684	27	12+
9685	9	7-12
9686	8.333333333	7-12
9687	11	7-12
9688	10.66666667	7-12
9689	9.333333333	7-12
9690	7.666666667	7-12
9691	6.333333333	3-7
9692	7	3-7
9694	14.66666667	12+
9695	10.66666667	7-12
9696	17.33333333	12+
9697	9	7-12
9699	10.66666667	7-12
9700	9	7-12
9702	4	3-7
9703	10.66666667	7-12
9704	31.33333333	12+
9705	5.666666667	3-7
9706	7	3-7
9708	10.66666667	7-12
9709	7.666666667	7-12
9710	12	7-12
9711	3.666666667	3-7
9713	7	3-7
9714	3.666666667	3-7
9716	12.66666667	12+
9717	9	7-12
9718	3.333333333	3-7
9719	14	12+
9720	25	12+
9721	8	7-12
9722	3.666666667	3-7
9723	14.33333333	12+
9725	7.333333333	7-12
9726	22	12+
9727	10.33333333	7-12
9728	8.666666667	7-12
9729	9.333333333	7-12
9730	9.666666667	7-12
9731	9	7-12
9732	9.333333333	7-12
9733	6	3-7
9734	15	12+
9735	10.66666667	7-12
9736	8.333333333	7-12
9737	8.666666667	7-12
9739	5.666666667	3-7
9740	5.333333333	3-7
9742	12	7-12
9743	7.666666667	7-12
9744	8	7-12
9745	11.33333333	7-12
9746	7	3-7
9747	7	3-7
9748	5.666666667	3-7
9750	11	7-12
9751	9.333333333	7-12
9752	15.33333333	12+
9753	9	7-12
9754	10	7-12
9755	2.666666667	#NAME?
9756	10	7-12
9757	9.666666667	7-12
9758	8	7-12
9759	6.333333333	3-7
9760	8.666666667	7-12
9761	26.33333333	12+
9762	6.666666667	3-7
9763	11.66666667	7-12
9764	10.66666667	7-12
9765	10	7-12
9766	8.666666667	7-12
9767	13	12+
9768	28	12+
9772	8.333333333	7-12
9774	8.333333333	7-12
9776	16.33333333	12+
9777	10.33333333	7-12
9778	10	7-12
9779	10.33333333	7-12
9780	4.666666667	3-7
9781	6.333333333	3-7
9782	9.666666667	7-12
9783	6	3-7
9784	8.666666667	7-12
9785	9	7-12
9786	23.33333333	12+
9787	16.33333333	12+
9788	8.333333333	7-12
9789	9	7-12
9790	13	12+
9791	13.33333333	12+
9792	13.33333333	12+
9793	11.66666667	7-12
9794	8.666666667	7-12
9795	11	7-12
9797	8	7-12
9798	8.666666667	7-12
9799	10.33333333	7-12
9800	8.333333333	7-12
9802	10	7-12
9803	9	7-12
9804	2.333333333	#NAME?
9805	8.666666667	7-12
9806	6.333333333	3-7
9808	10.66666667	7-12
9809	5	3-7
9810	8.333333333	7-12
9811	9	7-12
9814	7.333333333	7-12
9815	12.33333333	12+
9816	15	12+
9817	5.666666667	3-7
9818	6.333333333	3-7
9819	9.666666667	7-12
9820	10.66666667	7-12
9821	11	7-12
9822	10.66666667	7-12
9823	9.666666667	7-12
9824	29.33333333	12+
9825	50.33333333	12+
9826	7.333333333	7-12
9827	8.333333333	7-12
9828	2.666666667	#NAME?
9829	13.66666667	12+
9830	10	7-12
9831	9.333333333	7-12
9832	12.66666667	12+
9834	8.333333333	7-12
9835	8.333333333	7-12
9836	6	3-7
9838	7.333333333	7-12
9840	18.33333333	12+
9841	9	7-12
9842	6.666666667	3-7
9843	7	3-7
9844	12	7-12
9845	7.666666667	7-12
9846	10	7-12
9847	10.66666667	7-12
9848	10	7-12
9849	10	7-12
9850	23	12+
9851	14	12+
9852	3.666666667	3-7
9855	12	7-12
9856	9	7-12
9858	8.333333333	7-12
9859	7	3-7
9860	10.66666667	7-12
9861	23.66666667	12+
9862	5.333333333	3-7
9863	10.33333333	7-12
9866	9.333333333	7-12
9867	7	3-7
9869	7.333333333	7-12
9870	11.66666667	7-12
9872	7.666666667	7-12
9873	11	7-12
9874	15.66666667	12+
9875	8	7-12
9876	25	12+
9877	10.33333333	7-12
9879	10	7-12
9880	6.666666667	3-7
9881	6.666666667	3-7
9882	6.333333333	3-7
9884	6	3-7
9887	14.33333333	12+
9888	8.666666667	7-12
9889	9	7-12
9890	5.666666667	3-7
9891	9.666666667	7-12
9892	10.66666667	7-12
9893	7.666666667	7-12
9894	8.666666667	7-12
9895	5	3-7
9896	20.66666667	12+
9897	8.333333333	7-12
9898	11.33333333	7-12
9899	6.666666667	3-7
9902	32	12+
9903	11	7-12
9904	8.333333333	7-12
9905	7	3-7
9906	8	7-12
9907	3.666666667	3-7
9908	6.666666667	3-7
9909	8.666666667	7-12
9910	7.333333333	7-12
9914	5	3-7
9915	15.33333333	12+
9916	10.66666667	7-12
9917	7	3-7
9918	27.33333333	12+
9919	14.66666667	12+
9921	9	7-12
9922	11	7-12
9923	12	7-12
9924	3	#NAME?
9926	7.333333333	7-12
9928	7.666666667	7-12
9929	8.666666667	7-12
9931	5	3-7
9932	13.66666667	12+
9933	5.333333333	3-7
9935	6.666666667	3-7
9936	12	7-12
9937	9.666666667	7-12
9938	6.666666667	3-7
9939	5	3-7
9940	10.33333333	7-12
9941	8.666666667	7-12
9942	7.333333333	7-12
9943	11	7-12
9944	6.666666667	3-7
9945	12	7-12
9946	8.666666667	7-12
9948	6.333333333	3-7
9949	6.666666667	3-7
9950	8.666666667	7-12
9951	9	7-12
9952	7.666666667	7-12
9953	14.66666667	12+
9954	8.333333333	7-12
9956	6	3-7
9957	19	12+
9958	21	12+
9959	12.33333333	12+
9961	5.333333333	3-7
9963	15	12+
9964	3	#NAME?
9965	6.666666667	3-7
9966	10.66666667	7-12
9967	13.66666667	12+
9968	8	7-12
9969	6.666666667	3-7
9970	13.33333333	12+
9971	7.666666667	7-12
9972	11.66666667	7-12
9973	8	7-12
9975	9	7-12
9976	8	7-12
9978	17	12+
9979	9.666666667	7-12
9980	12.33333333	12+
9981	21	12+
9982	9.333333333	7-12
9983	39.66666667	12+
9984	6.333333333	3-7
9985	8.333333333	7-12
9986	7.666666667	7-12
9987	6.333333333	3-7
9988	7.666666667	7-12
9989	11.33333333	7-12
9990	5	3-7
9991	10	7-12
9992	7	3-7
9994	6.333333333	3-7
9995	15.33333333	12+
9996	8.666666667	7-12
9997	5.666666667	3-7
